date_hour,cnt
2012-12-01 00:00:00,117.62208348172832
2012-12-01 01:00:00,103.62462214204186
2012-12-01 02:00:00,53.537333885708534
2012-12-01 03:00:00,11.402417351619533
2012-12-01 04:00:00,27.790095821515933
2012-12-01 05:00:00,81.41081782322811
2012-12-01 06:00:00,175.1207749381605
2012-12-01 07:00:00,246.91267169964982
2012-12-01 08:00:00,282.8047028470987
2012-12-01 09:00:00,269.4992332578661
2012-12-01 10:00:00,250.4265466948313
2012-12-01 11:00:00,247.32988800144446
2012-12-01 12:00:00,237.67694369304934
2012-12-01 13:00:00,256.18117634392075
2012-12-01 14:00:00,285.4794662631691
2012-12-01 15:00:00,340.5445240184087
2012-12-01 16:00:00,389.90124448537847
2012-12-01 17:00:00,423.11198895145685
2012-12-01 18:00:00,441.78306924636604
2012-12-01 19:00:00,389.93332095871574
2012-12-01 20:00:00,309.2452373647077
2012-12-01 21:00:00,194.15095264883462
2012-12-01 22:00:00,133.7200445176529
2012-12-01 23:00:00,126.64045730025063
2012-12-02 00:00:00,116.95985835540267
2012-12-02 01:00:00,101.38928652057484
2012-12-02 02:00:00,62.95063054954812
2012-12-02 03:00:00,10.568459150769769
2012-12-02 04:00:00,13.404021300021412
2012-12-02 05:00:00,73.81125566978278
2012-12-02 06:00:00,158.16581651571332
2012-12-02 07:00:00,238.3659955450441
2012-12-02 08:00:00,278.3937361926168
2012-12-02 09:00:00,268.88859047307335
2012-12-02 10:00:00,251.90950119762803
2012-12-02 11:00:00,230.1715385606029
2012-12-02 12:00:00,226.21786437780813
2012-12-02 13:00:00,260.6820582888852
2012-12-02 14:00:00,294.6439580307632
2012-12-02 15:00:00,333.7209484347387
2012-12-02 16:00:00,379.70153192905866
2012-12-02 17:00:00,360.6109004956693
2012-12-02 18:00:00,441.64736405736244
2012-12-02 19:00:00,377.8899847456059
2012-12-02 20:00:00,290.59735308868517
2012-12-02 21:00:00,200.6030412648732
2012-12-02 22:00:00,140.67318065717785
2012-12-02 23:00:00,118.74722217242206
2012-12-03 00:00:00,137.853572623632
2012-12-03 01:00:00,129.0487776503731
2012-12-03 02:00:00,94.5996297819488
2012-12-03 03:00:00,45.310820924752335
2012-12-03 04:00:00,39.976776754138626
2012-12-03 05:00:00,93.44890717396066
2012-12-03 06:00:00,195.06065591461828
2012-12-03 07:00:00,261.36736133341515
2012-12-03 08:00:00,311.1166490890707
2012-12-03 09:00:00,310.7878833615628
2012-12-03 10:00:00,295.1430762815135
2012-12-03 11:00:00,280.595723442897
2012-12-03 12:00:00,287.6433381912877
2012-12-03 13:00:00,319.1823982988764
2012-12-03 14:00:00,350.05415865199683
2012-12-03 15:00:00,387.96386350043736
2012-12-03 16:00:00,442.23827322731927
2012-12-03 17:00:00,471.3520633592878
2012-12-03 18:00:00,479.5072825388197
2012-12-03 19:00:00,436.1252804175846
2012-12-03 20:00:00,323.4716602836038
2012-12-03 21:00:00,223.79969068053978
2012-12-03 22:00:00,162.8030466148615
2012-12-03 23:00:00,148.0964195249801
2012-12-04 00:00:00,146.98913039675801
2012-12-04 01:00:00,136.68064721857274
2012-12-04 02:00:00,92.7950995246521
2012-12-04 03:00:00,39.18959911046679
2012-12-04 04:00:00,43.34302263149908
2012-12-04 05:00:00,117.92641336787584
2012-12-04 06:00:00,191.35233452398015
2012-12-04 07:00:00,295.54839654905965
2012-12-04 08:00:00,324.20878029301673
2012-12-04 09:00:00,335.0696778682626
2012-12-04 10:00:00,302.31684631413384
2012-12-04 11:00:00,286.8618910781643
2012-12-04 12:00:00,294.9560782781951
2012-12-04 13:00:00,300.1986074658505
2012-12-04 14:00:00,333.7767809603894
2012-12-04 15:00:00,381.7959508221538
2012-12-04 16:00:00,443.0272344053292
2012-12-04 17:00:00,477.2599150194217
2012-12-04 18:00:00,485.1687207865377
2012-12-04 19:00:00,434.08273106669367
2012-12-04 20:00:00,340.2438623560655
2012-12-04 21:00:00,243.23683307067074
2012-12-04 22:00:00,181.6003090708723
2012-12-04 23:00:00,170.87043792859805
2012-12-05 00:00:00,182.26778191067103
2012-12-05 01:00:00,172.96855946258796
2012-12-05 02:00:00,116.0231357390469
2012-12-05 03:00:00,82.93705889649158
2012-12-05 04:00:00,83.18498743951139
2012-12-05 05:00:00,152.7863561895058
2012-12-05 06:00:00,179.32037009312228
2012-12-05 07:00:00,256.3507489850566
2012-12-05 08:00:00,340.45296187282287
2012-12-05 09:00:00,336.9692260336192
2012-12-05 10:00:00,305.21221515259884
2012-12-05 11:00:00,296.5170119919584
2012-12-05 12:00:00,291.40803116355374
2012-12-05 13:00:00,303.08708024452983
2012-12-05 14:00:00,327.1174520834696
2012-12-05 15:00:00,373.9703834449431
2012-12-05 16:00:00,426.03405599044095
2012-12-05 17:00:00,472.82656342309167
2012-12-05 18:00:00,478.0918546784802
2012-12-05 19:00:00,423.02087773061106
2012-12-05 20:00:00,320.4277411878509
2012-12-05 21:00:00,223.68341436025696
2012-12-05 22:00:00,161.06656489183382
2012-12-05 23:00:00,138.85080935281914
2012-12-06 00:00:00,136.8627542241071
2012-12-06 01:00:00,122.1617253205911
2012-12-06 02:00:00,74.41042300635709
2012-12-06 03:00:00,32.62505647746946
2012-12-06 04:00:00,33.00787030034431
2012-12-06 05:00:00,95.06474246362697
2012-12-06 06:00:00,189.13575898478885
2012-12-06 07:00:00,273.319915484833
2012-12-06 08:00:00,308.62297249305306
2012-12-06 09:00:00,308.5377963226326
2012-12-06 10:00:00,275.95157027711883
2012-12-06 11:00:00,260.7237902328104
2012-12-06 12:00:00,268.4549507392725
2012-12-06 13:00:00,281.5258518974061
2012-12-06 14:00:00,297.545293610323
2012-12-06 15:00:00,346.85079066200774
2012-12-06 16:00:00,401.25755209448494
2012-12-06 17:00:00,443.726210027937
2012-12-06 18:00:00,452.41547856499574
2012-12-06 19:00:00,392.8345382927941
2012-12-06 20:00:00,290.41928394326015
2012-12-06 21:00:00,193.52867364199724
2012-12-06 22:00:00,139.36261921791132
2012-12-06 23:00:00,124.23528612583615
2012-12-07 00:00:00,125.43571066746166
2012-12-07 01:00:00,97.33224206257111
2012-12-07 02:00:00,63.227066633563794
2012-12-07 03:00:00,15.313822629775046
2012-12-07 04:00:00,36.64492034258083
2012-12-07 05:00:00,83.83812560864757
2012-12-07 06:00:00,185.06875276708737
2012-12-07 07:00:00,210.23834611610903
2012-12-07 08:00:00,305.5829468561478
2012-12-07 09:00:00,293.55538562051777
2012-12-07 10:00:00,270.9164840638538
2012-12-07 11:00:00,246.80048075204724
2012-12-07 12:00:00,248.01218524862713
2012-12-07 13:00:00,265.64485601849344
2012-12-07 14:00:00,282.84766594603667
2012-12-07 15:00:00,323.1693384409198
2012-12-07 16:00:00,388.12192413038593
2012-12-07 17:00:00,446.99531439256805
2012-12-07 18:00:00,455.9398528816863
2012-12-07 19:00:00,413.0265157288462
2012-12-07 20:00:00,267.30866960581056
2012-12-07 21:00:00,208.3519735612917
2012-12-07 22:00:00,149.70435976533653
2012-12-07 23:00:00,135.40919380445706
2012-12-08 00:00:00,120.49159646820057
2012-12-08 01:00:00,104.97981517592189
2012-12-08 02:00:00,65.15727971736544
2012-12-08 03:00:00,28.58164516273291
2012-12-08 04:00:00,36.730439585176555
2012-12-08 05:00:00,95.41208996313756
2012-12-08 06:00:00,190.63636703445465
2012-12-08 07:00:00,268.386809724351
2012-12-08 08:00:00,312.8799579590115
2012-12-08 09:00:00,306.3011433079408
2012-12-08 10:00:00,281.70854240850207
2012-12-08 11:00:00,259.70943228170023
2012-12-08 12:00:00,248.94316705179375
2012-12-08 13:00:00,258.5206311239163
2012-12-08 14:00:00,275.8601248166335
2012-12-08 15:00:00,338.00834607736965
2012-12-08 16:00:00,394.59161786103346
2012-12-08 17:00:00,435.7918998330749
2012-12-08 18:00:00,456.4097578397586
2012-12-08 19:00:00,416.0140324586909
2012-12-08 20:00:00,296.9069262049587
2012-12-08 21:00:00,200.6785113773428
2012-12-08 22:00:00,145.3085316284496
2012-12-08 23:00:00,137.6454358073737
2012-12-09 00:00:00,139.86261419073762
